VehicleName	TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	ImageFile
Drone1	1644860807455	-184.706	59.8976	-45.0815	0.999722	0.00683433	0.0224427	0.00231541	img_Drone1__0_1644860808020234900.png
Drone1	1644860807509	-184.721	59.9015	-45.0818	0.999763	0.00638306	0.0206733	0.00239052	img_Drone1__0_1644860808076125000.png
Drone1	1644860807563	-184.738	59.9058	-45.0821	0.999802	0.0059298	0.0188131	0.00247304	img_Drone1__0_1644860808130070500.png
Drone1	1644860807617	-184.755	59.9104	-45.0825	0.999838	0.00542573	0.017002	0.00256571	img_Drone1__0_1644860808184014000.png
Drone1	1644860807671	-184.774	59.9154	-45.0828	0.99987	0.00490597	0.0151268	0.00266285	img_Drone1__0_1644860808237242700.png
Drone1	1644860807725	-184.793	59.9206	-45.0833	0.9999	0.00439706	0.0131833	0.0027632	img_Drone1__0_1644860808291636900.png
Drone1	1644860807779	-184.813	59.9261	-45.0837	0.999925	0.00393261	0.0112445	0.00286352	img_Drone1__0_1644860808346960300.png
Drone1	1644860807833	-184.834	59.9318	-45.0841	0.999946	0.00350429	0.00932016	0.00296088	img_Drone1__0_1644860808400922200.png
Drone1	1644860807890	-184.856	59.938	-45.0847	0.999964	0.00304553	0.00732274	0.00305861	img_Drone1__0_1644860808456703500.png
Drone1	1644860807968	-184.888	59.9469	-45.0854	0.999981	0.00234838	0.00471373	0.00318286	img_Drone1__0_1644860808534606100.png
Drone1	1644860808022	-184.91	59.9532	-45.086	0.999989	0.00181484	0.00294262	0.00325954	img_Drone1__0_1644860808590337200.png
Drone1	1644860808100	-184.942	59.9624	-45.0868	0.999994	0.00112531	0.000458192	0.00335653	img_Drone1__0_1644860808667625100.png
Drone1	1644860808157	-184.966	59.9693	-45.0874	0.999993	0.000650112	-0.00127938	0.00341436	img_Drone1__0_1644860808723639100.png
Drone1	1644860808211	-184.989	59.9758	-45.0866	0.99999	0.000236574	-0.00289875	0.00345752	img_Drone1__0_1644860808778053300.png
Drone1	1644860808268	-185.012	59.9827	-45.0858	0.999983	-0.000160834	-0.00458269	0.00349163	img_Drone1__0_1644860808836517400.png
Drone1	1644860808346	-185.044	59.9922	-45.0853	0.999971	-0.000713503	-0.00673476	0.00351971	img_Drone1__0_1644860808915216900.png
Drone1	1644860808403	-185.066	59.999	-45.0852	0.99996	-0.00114874	-0.00810707	0.0035272	img_Drone1__0_1644860808970176600.png
Drone1	1644860808460	-185.088	60.0058	-45.0853	0.999949	-0.00157863	-0.0093683	0.00352508	img_Drone1__0_1644860809026847100.png
Drone1	1644860808535	-185.116	60.0146	-45.0857	0.999931	-0.00208149	-0.01098	0.00351115	img_Drone1__0_1644860809104062700.png
Drone1	1644860808616	-185.145	60.0238	-45.0865	0.999912	-0.00260598	-0.0125597	0.00348637	img_Drone1__0_1644860809183260700.png
Drone1	1644860808670	-185.164	60.0298	-45.0872	0.999899	-0.00288697	-0.0134821	0.00346521	img_Drone1__0_1644860809237391900.png
Drone1	1644860808724	-185.181	60.0356	-45.0879	0.999887	-0.0031729	-0.0142852	0.00343815	img_Drone1__0_1644860809292894500.png
Drone1	1644860808802	-185.205	60.0437	-45.0891	0.999871	-0.00359113	-0.0152606	0.00339172	img_Drone1__0_1644860809369969000.png
Drone1	1644860808856	-185.221	60.049	-45.0901	0.999862	-0.00385334	-0.0158215	0.00335595	img_Drone1__0_1644860809425489800.png
Drone1	1644860808934	-185.242	60.0564	-45.0915	0.99985	-0.00414754	-0.0165102	0.00330078	img_Drone1__0_1644860809503389800.png
Drone1	1644860809012	-185.26	60.0632	-45.093	0.999841	-0.00431138	-0.0169957	0.00324492	img_Drone1__0_1644860809581379600.png
Drone1	1644860809078	-185.275	60.0686	-45.0943	0.999838	-0.00440812	-0.0171639	0.00319993	img_Drone1__0_1644860809645878800.png
Drone1	1644860809159	-185.291	60.0747	-45.096	0.999836	-0.00444912	-0.0172926	0.00315344	img_Drone1__0_1644860809728377200.png
Drone1	1644860809240	-185.304	60.0803	-45.0976	0.999835	-0.00451766	-0.0173353	0.00311487	img_Drone1__0_1644860809809659300.png
Drone1	1644860809318	-185.315	60.0851	-45.0992	0.999839	-0.00458007	-0.0170988	0.00308287	img_Drone1__0_1644860809889413700.png
Drone1	1644860809399	-185.324	60.0895	-45.1009	0.999846	-0.00469333	-0.0166345	0.00305783	img_Drone1__0_1644860809970206600.png
Drone1	1644860809456	-185.329	60.0923	-45.102	0.999852	-0.00475525	-0.0162506	0.00304588	img_Drone1__0_1644860810026736800.png
Drone1	1644860809534	-185.334	60.0955	-45.1036	0.99986	-0.00484553	-0.0156969	0.00304013	img_Drone1__0_1644860810105666900.png
Drone1	1644860809615	-185.338	60.0983	-45.1052	0.999871	-0.00473629	-0.0150682	0.00304795	img_Drone1__0_1644860810185111800.png
Drone1	1644860809669	-185.339	60.0999	-45.1062	0.999879	-0.00463964	-0.0145416	0.00305788	img_Drone1__0_1644860810240294400.png
Drone1	1644860809729	-185.34	60.1012	-45.1073	0.999888	-0.00453247	-0.0139204	0.00307305	img_Drone1__0_1644860810301058000.png
Drone1	1644860809804	-185.339	60.1025	-45.1085	0.9999	-0.00439217	-0.0131126	0.00309971	img_Drone1__0_1644860810374094800.png
Drone1	1644860809870	-185.337	60.1033	-45.1094	0.999909	-0.00424938	-0.0123932	0.00312942	img_Drone1__0_1644860810441080300.png
Drone1	1644860809930	-185.334	60.1037	-45.1102	0.999918	-0.00408853	-0.0116874	0.00316184	img_Drone1__0_1644860810502663700.png
Drone1	1644860810005	-185.33	60.1037	-45.1111	0.99993	-0.00383802	-0.0107026	0.00320518	img_Drone1__0_1644860810577828900.png
Drone1	1644860810083	-185.324	60.1033	-45.1119	0.999943	-0.00348587	-0.00952368	0.00325428	img_Drone1__0_1644860810654867800.png
Drone1	1644860810140	-185.319	60.1028	-45.1124	0.999952	-0.00318504	-0.00862193	0.00329174	img_Drone1__0_1644860810711198400.png
Drone1	1644860810215	-185.311	60.1018	-45.1113	0.999962	-0.00275903	-0.00760152	0.00333961	img_Drone1__0_1644860810788050100.png
Drone1	1644860810296	-185.302	60.1003	-45.1097	0.99997	-0.00233696	-0.00663894	0.00338922	img_Drone1__0_1644860810867996700.png
Drone1	1644860810350	-185.296	60.0992	-45.1089	0.999974	-0.00217722	-0.00595571	0.00341919	img_Drone1__0_1644860810923478900.png
Drone1	1644860810425	-185.286	60.0974	-45.108	0.99998	-0.00201278	-0.00496526	0.00345706	img_Drone1__0_1644860810999293900.png
Drone1	1644860810503	-185.275	60.0953	-45.1073	0.999985	-0.00186853	-0.00382488	0.00349173	img_Drone1__0_1644860811075286700.png
Drone1	1644860810557	-185.268	60.0938	-45.1069	0.999988	-0.00174301	-0.00299894	0.00351405	img_Drone1__0_1644860811130704600.png
Drone1	1644860810611	-185.26	60.0921	-45.1067	0.99999	-0.00159851	-0.00220545	0.0035334	img_Drone1__0_1644860811184397100.png
Drone1	1644860810668	-185.252	60.0903	-45.1065	0.999992	-0.00142623	-0.00136358	0.00355104	img_Drone1__0_1644860811242066000.png
Drone1	1644860810725	-185.243	60.0883	-45.1064	0.999993	-0.00120469	-0.000585201	0.00356623	img_Drone1__0_1644860811299190500.png
Drone1	1644860810782	-185.235	60.0863	-45.1063	0.999993	-0.000998882	0.00015155	0.00358022	img_Drone1__0_1644860811355469700.png
Drone1	1644860810857	-185.224	60.0835	-45.1064	0.999993	-0.000766502	0.00104716	0.00359448	img_Drone1__0_1644860811431576700.png
Drone1	1644860810914	-185.215	60.0813	-45.1064	0.999992	-0.00057658	0.00168362	0.00360276	img_Drone1__0_1644860811488920600.png
Drone1	1644860810974	-185.207	60.079	-45.1066	0.999991	-0.000373495	0.00230111	0.00360564	img_Drone1__0_1644860811546426200.png
Drone1	1644860811028	-185.199	60.0769	-45.1067	0.999989	-0.000267447	0.00284986	0.00360481	img_Drone1__0_1644860811602477800.png
Drone1	1644860811082	-185.191	60.0748	-45.1068	0.999988	-0.000212417	0.00334101	0.00360382	img_Drone1__0_1644860811655140900.png
Drone1	1644860811136	-185.184	60.0727	-45.107	0.999986	-8.67119e-05	0.00378476	0.0036023	img_Drone1__0_1644860811710455300.png
Drone1	1644860811196	-185.176	60.0703	-45.1059	0.999985	2.28317e-05	0.00419442	0.00359717	img_Drone1__0_1644860811769282400.png
Drone1	1644860811250	-185.169	60.0682	-45.1047	0.999983	8.40541e-05	0.00454222	0.00358916	img_Drone1__0_1644860811823742900.png
Drone1	1644860811310	-185.162	60.0658	-45.1037	0.999982	0.000183514	0.00488248	0.00357698	img_Drone1__0_1644860811882726600.png
Drone1	1644860811367	-185.155	60.0635	-45.1029	0.99998	0.000348686	0.00525884	0.00356229	img_Drone1__0_1644860811940623400.png
Drone1	1644860811442	-185.147	60.0606	-45.1023	0.999977	0.000513819	0.00579931	0.00353697	img_Drone1__0_1644860812016807000.png
Drone1	1644860811505	-185.141	60.0582	-45.102	0.999974	0.000615327	0.00624807	0.00351123	img_Drone1__0_1644860812078849500.png
Drone1	1644860811562	-185.135	60.056	-45.1018	0.999973	0.000696133	0.00650925	0.00348601	img_Drone1__0_1644860812137134900.png
Drone1	1644860811616	-185.131	60.0541	-45.1019	0.999972	0.000754913	0.00664749	0.00346169	img_Drone1__0_1644860812192296300.png
Drone1	1644860811673	-185.126	60.052	-45.102	0.999971	0.000800546	0.00678208	0.00343545	img_Drone1__0_1644860812248217700.png
Drone1	1644860811727	-185.122	60.0501	-45.1022	0.99997	0.000888525	0.00685202	0.00341069	img_Drone1__0_1644860812303358000.png
Drone1	1644860811784	-185.118	60.0481	-45.1025	0.99997	0.000953942	0.00688313	0.00338631	img_Drone1__0_1644860812358418900.png
Drone1	1644860811838	-185.115	60.0463	-45.1029	0.99997	0.00103482	0.00688078	0.00336394	img_Drone1__0_1644860812413425900.png
Drone1	1644860811895	-185.112	60.0445	-45.1033	0.99997	0.00112448	0.00683373	0.00333964	img_Drone1__0_1644860812471668900.png
Drone1	1644860811952	-185.11	60.0427	-45.1038	0.999971	0.00117242	0.00674509	0.00331785	img_Drone1__0_1644860812526797800.png
Drone1	1644860812030	-185.107	60.0404	-45.1045	0.999971	0.0012593	0.00669921	0.00329739	img_Drone1__0_1644860812605043200.png
Drone1	1644860812114	-185.105	60.0381	-45.1053	0.999972	0.00133525	0.00665896	0.00328154	img_Drone1__0_1644860812688634800.png
